;Ja;En;Reading;Frequency Rank;Cumulative Freq. Pct.;Frequency Pct.;JLPT Level;WK Level;Item Type;Tags
6196;背景;background,scenery,backdrop,setting;はいけい;4736;98.40979473;0.00066886;N1;30;V;p4
6197;背筋;spine,line of the backbone;せすじ;4736;98.41046358;0.00066886;;-1;V;p4
6198;能;talent,gift,function;のう;4736;98.41113244;0.00066886;N3;-1;V;p4
6199;脂身;fat (of meat),fatty meat;あぶらみ;4736;98.4118013;0.00066886;;53;V;p4
6200;脅かす;to threaten,to menace,to intimidate;おどかす;4736;98.41247015;0.00066886;N2;-1;V;p4
6201;脚線美;beauty of slender female legs;きゃくせんび;4736;98.41313901;0.00066886;;-1;V;p4
6202;脱線;derailment;だっせん;4736;98.41380786;0.00066886;N2;22;V;p4
6203;脳;brain;のう;4736;98.41447672;0.00066886;N1;18;V;p4
6204;腫れる;to swell (from inflammation),to become swollen;はれる;4736;98.41514558;0.00066886;N1;-1;V;p4
6205;腰つき;gait,posture;こしつき;4736;98.41581443;0.00066886;;-1;V;p4
6206;腹立つ;to get angry;はらだつ;4736;98.41648329;0.00066886;;29;V;p4
6207;膨張;expansion,swelling,increase,growth;ぼうちょう;4736;98.41715214;0.00066886;N1;52;V;p4
6208;臨む;to look out on,to overlook,to front onto;のぞむ;4736;98.417821;0.00066886;N1;37;V;p4
6209;自作;one's own work,making by oneself;じさく;4736;98.41848986;0.00066886;;-1;V;p4
6210;自前;paying one's own expenses;じまえ;4736;98.41915871;0.00066886;;-1;V;p4
6211;自力;one's own strength,one's own efforts;じりき;4736;98.41982757;0.00066886;;-1;V;p4
6212;自己;self,oneself;じこ;4736;98.42049642;0.00066886;N1;35;V;p4
6213;自己満足;self-satisfaction,(self-)complacency,smugness;じこまんぞく;4736;98.42116528;0.00066886;;-1;V;p4
6214;自業自得;paying for one's mistakes,getting one's just deserts,suffering the consequences (of one's own actions),reap what you sow;じごうじとく;4736;98.42183414;0.00066886;;-1;V;p4
6215;自白;confession,acknowledgement,acknowledgment;じはく;4736;98.42250299;0.00066886;;-1;V;p4
6216;自称;self-proclaimed,self-professed,self-styled,would-be;じしょう;4736;98.42317185;0.00066886;;-1;V;p4
6217;自立;independence,self-reliance;じりつ;4736;98.42384071;0.00066886;N1;5;V;p4
6218;至る;to arrive at (e.g. a decision),to reach (a stage),to attain;いたる;4736;98.42450956;0.00066886;N3;41;V;p4
6219;舞い上がる;to soar,to fly high,to be whirled up;まいあがる;4736;98.42517842;0.00066886;;-1;V;p4
6220;航路;(air or sea) route,course,line,run;こうろ;4736;98.42584727;0.00066886;;-1;V;p4
6221;艮;northeast;うしとら;4736;98.42651613;0.00066886;;-1;V;p4
6222;色っぽい;amorous,sexy,voluptuous,erotic;いろっぽい;4736;98.42718499;0.00066886;;-1;V;p4
6223;花見;cherry blossom viewing,flower viewing;はなみ;4736;98.42785384;0.00066886;N4;4;V;p4
6224;若女将;proprietress-to-be of a Japanese inn or restaurant;わかおかみ;4736;98.4285227;0.00066886;;-1;V;p4
6225;茶化す;to poke fun at,to make fun of,to send up;ちゃかす;4736;98.42919155;0.00066886;;-1;V;p4
6226;茹でる;to boil (something in hot water);ゆでる;4736;98.42986041;0.00066886;N2;-1;V;p4
6227;荒らす;to lay waste,to devastate,to damage;あらす;4736;98.43052927;0.00066886;N1;44;V;p4
6228;莫大;vast,huge,immense,enormous,colossal;ばくだい;4736;98.43119812;0.00066886;N3;-1;V;p4
6229;菓子;confectionery,sweets,candy,cake;かし;4736;98.43186698;0.00066886;N3;-1;V;p4
6230;菜;side dish;さい;4736;98.43253583;0.00066886;;-1;V;p4
6231;落ち武者;fleeing soldier,warrior fleeing the battlefield,deserter;おちむしゃ;4736;98.43320469;0.00066886;;-1;V;p4
6232;薦める;to recommend (someone to do),to advise,to encourage,to urge;すすめる;4736;98.43387355;0.00066886;N3;39;V;p4
6233;虚飾;ostentation,show,affectation;きょしょく;4736;98.4345424;0.00066886;;-1;V;p4
6234;蚊;mosquito;か;4736;98.43521126;0.00066886;N2;48;V;p4
6235;蠢く;to wriggle,to squirm,to crawl like a worm;うごめく;4736;98.43588011;0.00066886;;-1;V;p4
6236;行;line (of text),row,verse;ぎょう;4736;98.43654897;0.00066886;N1;-1;V;p4
6237;行き;the way there,outbound leg,outbound trip,departing leg;いき;4736;98.43721783;0.00066886;N3;5;V;p4
6238;行く末;one's future,one's fate;ゆくすえ;4736;98.43788668;0.00066886;;-1;V;p4
6239;衝撃;shock,impact,crash;しょうげき;4736;98.43855554;0.00066886;N1;40;V;p4
6240;衣;clothes,garment;ころも;4736;98.43922439;0.00066886;;-1;V;p4
6241;表彰;public acknowledgment,public acknowledgement,public recognition,commendation,awarding;ひょうしょう;4736;98.43989325;0.00066886;;50;V;p4
6242;表明;declaration,indication,representation,manifestation,demonstration,expression,announcement,assertion;ひょうめい;4736;98.44056211;0.00066886;;-1;V;p4
6243;表現力;power of expression,expressiveness,expressive power;ひょうげんりょく;4736;98.44123096;0.00066886;;-1;V;p4
6244;衰弱;weakness,debility,breakdown,prostration;すいじゃく;4736;98.44189982;0.00066886;;-1;V;p4
6245;袋;bag,sack,pouch;ふくろ;4736;98.44256867;0.00066886;N3;42;V;p4
6246;裁縫;sewing,needlework;さいほう;4736;98.44323753;0.00066886;N2;56;V;p4
6247;裏腹;opposite,reverse,contrary;うらはら;4736;98.44390639;0.00066886;;-1;V;p4
6248;補講;supplementary classes or lectures;ほこう;4736;98.44457524;0.00066886;;-1;V;p4
6249;西;west;にし;4736;98.4452441;0.00066886;N5;5;V;p4
6250;西欧;Western Europe;せいおう;4736;98.44591296;0.00066886;;-1;V;p4
6251;要;pivot;かなめ;4736;98.44658181;0.00066886;;-1;V;p4
6252;要領;point,gist,essentials,tenets,outline;ようりょう;4736;98.44725067;0.00066886;N2;-1;V;p4
6253;見え;airs,pretensions,show,ostentation,display,appearance,vanity,charm;みえ;4736;98.44791952;0.00066886;;-1;V;p4
6254;見せしめ;(making a) lesson (of),(setting an) example,warning;みせしめ;4736;98.44858838;0.00066886;;-1;V;p4
6255;見つけ出す;to find out,to discover,to locate;みつけだす;4736;98.44925724;0.00066886;;-1;V;p4
6256;見る目;public opinion,public eye,(in) the eyes of others;みるめ;4736;98.44992609;0.00066886;;-1;V;p4
6257;見受ける;to catch sight of,to see,to suppose,to assume from appearances;みうける;4736;98.45059495;0.00066886;;-1;V;p4
6258;見回り;patrolling,one's rounds,inspection tour;みまわり;4736;98.4512638;0.00066886;;-1;V;p4
6259;見届ける;to make sure of,to assure oneself of,to see with one's own eyes,to ascertain;みとどける;4736;98.45193266;0.00066886;;-1;V;p4
6260;見慣れる;to become used to seeing,to be familiar with;みなれる;4736;98.45260152;0.00066886;N2;-1;V;p4
6261;見捨てる;to abandon,to fail,to desert,to forsake;みすてる;4736;98.45327037;0.00066886;;-1;V;p4
6262;見放す;to abandon,to give up on,to desert;みはなす;4736;98.45393923;0.00066886;;-1;V;p4
6263;見方;viewpoint,point of view;みかた;4736;98.45460808;0.00066886;N1;4;V;p4
6264;見極める;to ascertain,to make sure of,to determine,to probe,to get to the bottom (of something);みきわめる;4736;98.45527694;0.00066886;;29;V;p4
6265;見渡す;to look out over,to survey (scene),to take an extensive view of;みわたす;4736;98.4559458;0.00066886;N1;25;V;p4
6266;見舞い;visiting ill or distressed people,writing get-well letters;みまい;4736;98.45661465;0.00066886;N3;-1;V;p4
6267;見落とす;to overlook,to fail to notice,to miss (seeing);みおとす;4736;98.45728351;0.00066886;N1;-1;V;p4
6268;見込む;to anticipate,to expect,to estimate,to count on,to allow for,to take into account;みこむ;4736;98.45795236;0.00066886;;-1;V;p4
6269;見逃す;to miss,to overlook,to fail to notice;みのがす;4736;98.45862122;0.00066886;N1;44;V;p4
6270;見通せる;Name;;4736;98.45929008;0.00066886;;-1;V;p4
6271;視点;opinion,point of view,visual point;してん;4736;98.45995893;0.00066886;N1;-1;V;p4
6272;親密;intimacy,friendship;しんみつ;4736;98.46062779;0.00066886;;-1;V;p4
6273;親戚;relative,relation,kin;しんせき;4736;98.46129664;0.00066886;N3;-1;V;p4
6274;観;look,appearance;かん;4736;98.4619655;0.00066886;N1;-1;V;p4
6275;観光;sightseeing,tourism;かんこう;4736;98.46263436;0.00066886;N3;22;V;p4
6276;解る;to understand,to comprehend,to grasp,to see,to get,to follow;わかる;4736;98.46330321;0.00066886;N2;3;V;p4
6277;解析;analysis,analytical study;かいせき;4736;98.46397207;0.00066886;;42;V;p4
6278;言い合い;quarrel,dispute;いいあい;4736;98.46464092;0.00066886;;-1;V;p4
6279;言い回し;expression,phraseology;いいまわし;4736;98.46530978;0.00066886;;-1;V;p4
6280;言い残す;to leave word with (a person),to state in one's will,to leave (something) unsaid,to forget to mention;いいのこす;4736;98.46597864;0.00066886;;-1;V;p4
6281;言い渡す;to announce,to tell,to sentence,to order;いいわたす;4736;98.46664749;0.00066886;;-1;V;p4
6282;言い返す;to talk back,to answer back,to retort,to reply,to respond;いいかえす;4736;98.46731635;0.00066886;;-1;V;p4
6283;言葉づかい;speech,expression,wording,language;ことばづかい;4736;98.4679852;0.00066886;N2;39;V;p4
6284;言葉通り;exactly as stated,verbatim;ことばどおり;4736;98.46865406;0.00066886;;-1;V;p4
6285;言霊;mysterious power of words to alter reality;ことだま;4736;98.46932292;0.00066886;;-1;V;p4
6286;託す;to entrust (someone) with,to leave (a matter) with someone,to place under someone's care;たくす;4736;98.46999177;0.00066886;;38;V;p4
6287;訪ねる;to visit,to call on,to pay a visit to;たずねる;4736;98.47066063;0.00066886;N4;27;V;p4
6288;許し;pardon,forgiveness,exemption,permission;ゆるし;4736;98.47132949;0.00066886;;-1;V;p4
6289;評価;valuation,appraisal,evaluation,assessment,estimation,rating,judging;ひょうか;4736;98.47199834;0.00066886;N3;22;V;p4
6290;該当;corresponding to,being applicable to,being relevant to,coming under,falling under,fulfilling (requirements),meeting (conditions),qualifying for;がいとう;4736;98.4726672;0.00066886;N1;55;V;p4
6291;誇らしげ;proud,triumphant,boastful;ほこらしげ;4736;98.47333605;0.00066886;;-1;V;p4
6292;誓う;to swear,to vow,to take an oath,to pledge;ちかう;4736;98.47400491;0.00066886;N2;-1;V;p4
6293;誓約;oath,vow,pledge,covenant;せいやく;4736;98.47467377;0.00066886;;49;V;p4
6294;語り合う;to talk together;かたりあう;4736;98.47534262;0.00066886;;-1;V;p4
6295;誤る;to make a mistake,to err;あやまる;4736;98.47601148;0.00066886;N1;-1;V;p4
6296;誤用;misuse,incorrect use,abuse,malapropism;ごよう;4736;98.47668033;0.00066886;;34;V;p4
6297;読書感想文;book report;どくしょかんそうぶん;4736;98.47734919;0.00066886;;-1;V;p4
6298;誰にでも;anyone,anybody,everyone,whoever;だれにでも;4736;98.47801805;0.00066886;;-1;V;p4
6299;調味料;seasoning,flavoring,flavouring,condiment;ちょうみりょう;4736;98.4786869;0.00066886;N2;-1;V;p4
6300;調査;investigation,examination,inquiry,enquiry,survey;ちょうさ;4736;98.47935576;0.00066886;N3;-1;V;p4
6301;調節;regulation,adjustment,control;ちょうせつ;4736;98.48002461;0.00066886;N2;-1;V;p4
6302;諭す;to admonish,to persuade,to warn,to remonstrate;さとす;4736;98.48069347;0.00066886;;53;V;p4
6303;講堂;auditorium,lecture hall;こうどう;4736;98.48136233;0.00066886;N4;-1;V;p4
6304;警備;defense,defence,guard,policing,security;けいび;4736;98.48203118;0.00066886;N2;-1;V;p4
6305;警告状;warning letter (e.g. of infringement),written warning;けいこくじょう;4736;98.48270004;0.00066886;;-1;V;p4
6306;警察官;policeman,policewoman,police officer;けいさつかん;4736;98.48336889;0.00066886;;21;V;p4
6307;譲る;to hand over,to transfer,to turn over,to assign,to convey,to bequeath;ゆずる;4736;98.48403775;0.00066886;N3;39;V;p4
6308;象形文字;hieroglyph,hieroglyphic character;しょうけいもじ;4736;98.48470661;0.00066886;;-1;V;p4
6309;豪勢;grand,luxurious,lavish,sumptuous;ごうせい;4736;98.48537546;0.00066886;;-1;V;p4
6310;貧乏;poverty-stricken,destitute,poor,penurious;びんぼう;4736;98.48604432;0.00066886;N1;30;V;p4
6311;貫く;to go through,to pierce,to penetrate;つらぬく;4736;98.48671317;0.00066886;N1;52;V;p4
6312;責め;responsibility,liability,blame;せめ;4736;98.48738203;0.00066886;;-1;V;p4
6313;買える;to buy a replacement,to replace by buying something new;かいかえる;4736;98.48805089;0.00066886;;-1;V;p4
6314;賑やか;bustling,busy,lively;にぎやか;4736;98.48871974;0.00066886;N5;-1;V;p4
6315;賑わう;to be crowded with people,to be bustling with;にぎわう;4736;98.4893886;0.00066886;N1;-1;V;p4
6316;賞味期限;"""best before"" date (food),sell-by date";しょうみきげん;4736;98.49005745;0.00066886;;-1;V;p4
6317;賢明;wise,sensible,well-advised,intelligent,sagacious,prudent;けんめい;4736;98.49072631;0.00066886;N1;48;V;p4
6318;走れる;Name;;4736;98.49139517;0.00066886;;-1;V;p4
6319;超える;to cross over,to cross,to pass through,to pass over (out of),to go beyond,to go past;こえる;4736;98.49206402;0.00066886;N3;30;V;p4
6320;越し;across,over,beyond,through,crossing;ごし;4736;98.49273288;0.00066886;;-1;V;p4
6321;足す;to add (numbers);たす;4736;98.49340174;0.00066886;N4;6;V;p4
6322;足らず;just under,a little less than,just short of;たらず;4736;98.49407059;0.00066886;;-1;V;p4
6323;足手まとい;impediment,burden,encumbrance,hindrance,drag;あしでまとい;4736;98.49473945;0.00066886;;-1;V;p4
6324;足技;(judo) foot technique,footwork;あしわざ;4736;98.4954083;0.00066886;;-1;V;p4
6325;蹴り;kick;けり;4736;98.49607716;0.00066886;;-1;V;p4
6326;躍り出る;to leap out (e.g. onto the stage),to spring out;おどりでる;4736;98.49674602;0.00066886;;-1;V;p4
6327;躍る;to jump up,to spring up,to leap;おどる;4736;98.49741487;0.00066886;;39;V;p4
6328;身の程知らず;not knowing one's social position,overweening,overreaching,forgetting who one is;みのほどしらず;4736;98.49808373;0.00066886;;-1;V;p4
6329;身元;person's identity,ID,past,background;みもと;4736;98.49875258;0.00066886;;-1;V;p4
6330;身内;relatives,one's family;みうち;4736;98.49942144;0.00066886;;-1;V;p4
6331;身分;social position,social status;みぶん;4736;98.5000903;0.00066886;N2;-1;V;p4
6332;身近;near oneself,close to one,familiar;みぢか;4736;98.50075915;0.00066886;N1;-1;V;p4
6333;身長;height (of body),stature;しんちょう;4736;98.50142801;0.00066886;N3;-1;V;p4
6334;車両;rolling stock,railroad cars,wheeled vehicles;しゃりょう;4736;98.50209686;0.00066886;;6;V;p4
6335;軍団;army corps;ぐんだん;4736;98.50276572;0.00066886;;-1;V;p4
6336;軒;eaves;のき;4736;98.50343458;0.00066886;N3;51;V;p4
6337;転じる;to turn,to shift,to alter,to distract;てんじる;4736;98.50410343;0.00066886;N1;-1;V;p4
6338;輪ゴム;rubber band;わゴム;4736;98.50477229;0.00066886;;15;V;p4
6339;輪っか;ring,loop (of rope);わっか;4736;98.50544114;0.00066886;;-1;V;p4
6340;轢く;to run over (with a vehicle),to knock down;ひく;4736;98.50611;0.00066886;N3;-1;V;p4
6341;辞書;dictionary,lexicon;じしょ;4736;98.50677886;0.00066886;N5;16;V;p4
6342;迎え入れる;to show in,to usher in;むかえいれる;4736;98.50744771;0.00066886;;-1;V;p4
6343;近代;present day,modern times,recent times;きんだい;4736;98.50811657;0.00066886;N3;-1;V;p4
6344;近寄る;to approach,to draw near;ちかよる;4736;98.50878542;0.00066886;N2;-1;V;p4
6345;近火;fire in the neighborhood,fire in the neighbourhood;きんか;4736;98.50945428;0.00066886;;-1;V;p4
6346;迫力;impressiveness,impact,force,intensity,appeal,strength,punch,edge,vigor;はくりょく;4736;98.51012314;0.00066886;;-1;V;p4
6347;迷い込む;to go astray,to lose one's way;まよいこむ;4736;98.51079199;0.00066886;;-1;V;p4
6348;迷惑メール;spam,unsolicited email;めいわくメール;4736;98.51146085;0.00066886;;29;V;p4
6349;追っかける;to chase,to run after,to pursue;おっかける;4736;98.5121297;0.00066886;;-1;V;p4
6350;退化;degeneration,retrogression;たいか;4736;98.51279856;0.00066886;N1;-1;V;p4
6351;退学;dropping out of school,withdrawing from school;たいがく;4736;98.51346742;0.00066886;N1;-1;V;p4
6352;逃走;flight,desertion,escape;とうそう;4736;98.51413627;0.00066886;N1;-1;V;p4
6353;逆らう;to go against,to oppose,to disobey,to defy;さからう;4736;98.51480513;0.00066886;N3;28;V;p4
6354;途切れ途切れ;broken,intermittent,disconnected;とぎれとぎれ;4736;98.51547398;0.00066886;;-1;V;p4
6355;途方;way,destination,reason;とほう;4736;98.51614284;0.00066886;;-1;V;p4
6356;通せる;to come across,to happen upon;とおりあわせる;4736;98.5168117;0.00066886;;-1;V;p4
6357;通りすがり;passing by;とおりすがり;4736;98.51748055;0.00066886;;-1;V;p4
6358;通れる;to travel on frequently (e.g. a road or path);かよいなれる;4736;98.51814941;0.00066886;;-1;V;p4
6359;通信;correspondence,communication,transmission,news,signal,telecommunications;つうしん;4736;98.51881827;0.00066886;N3;-1;V;p4
6360;通常;usual,ordinary,normal,regular,general,common;つうじょう;4736;98.51948712;0.00066886;N1;-1;V;p4
6361;逝く;to go,to move (in a direction or towards a specific location),to head (towards),to be transported (towards),to reach;いく;4736;98.52015598;0.00066886;N1;5;V;p4
6362;造詣;deep knowledge,attainments,scholarship;ぞうけい;4736;98.52082483;0.00066886;;-1;V;p4
6363;連れ;companion,company;つれ;4736;98.52149369;0.00066886;N3;-1;V;p4
6364;連れ出す;to take out;つれだす;4736;98.52216255;0.00066886;;-1;V;p4
6365;連れ込む;to bring (somebody into a place);つれこむ;4736;98.5228314;0.00066886;;-1;V;p4
6366;進歩;progress,advance,improvement,development;しんぽ;4736;98.52350026;0.00066886;N3;-1;V;p4
6367;進行方向;direction of movement (motion),direction of travel (esp. train);しんこうほうこう;4736;98.52416911;0.00066886;;-1;V;p4
6368;遂げる;to accomplish,to achieve,to carry out;とげる;4736;98.52483797;0.00066886;N1;50;V;p4
6369;運転;operation (of a machine, etc.),operating,running,run;うんてん;4736;98.52550683;0.00066886;N3;10;V;p4
6370;道のり;distance,journey,itinerary;みちのり;4736;98.52617568;0.00066886;;-1;V;p4
6371;達す;to reach,to get to;たっす;4736;98.52684454;0.00066886;;-1;V;p4
6372;遠のく;to become distant,to recede;とおのく;4736;98.52751339;0.00066886;;-1;V;p4
6373;遠巻き;surrounding at a distance;とおまき;4736;98.52818225;0.00066886;;-1;V;p4
6374;遣る;to do,to undertake,to perform,to play (a game),to study;やる;4736;98.52885111;0.00066886;N1;-1;V;p4
6375;適応;adaptation,accommodation,conformity;てきおう;4736;98.52951996;0.00066886;N1;-1;V;p4
6376;適性;aptitude,aptness,suitability;てきせい;4736;98.53018882;0.00066886;N1;-1;V;p4
6377;遮る;to interrupt,to obstruct (a view, someone's way, etc.),to block (light, wind, etc.),to intercept,to cut off;さえぎる;4736;98.53085767;0.00066886;N1;57;V;p4
6378;選挙;election;せんきょ;4736;98.53152653;0.00066886;N1;23;V;p4
6379;郊外;suburb,residential area on the outskirt of a city,commuter belt;こうがい;4736;98.53219539;0.00066886;N4;51;V;p4
6380;部品;parts,accessories,components;ぶひん;4736;98.53286424;0.00066886;N2;-1;V;p4
6381;部費;club budget,club expense;ぶひ;4736;98.5335331;0.00066886;;-1;V;p4
6382;酷;severe,harsh,stringent,rigorous,strict,unfair;こく;4736;98.53420195;0.00066886;;54;V;p4
6383;重たい;heavy,weighty;おもたい;4736;98.53487081;0.00066886;N2;-1;V;p4
6384;重ね合わせ;superposition;かさねあわせ;4736;98.53553967;0.00066886;;-1;V;p4
6385;重体;serious condition,critical condition;じゅうたい;4736;98.53620852;0.00066886;N2;-1;V;p4
6386;重心;centre of gravity (center);じゅうしん;4736;98.53687737999999;0.00066886;;-1;V;p4
6387;野球;baseball;やきゅう;4736;98.53754623;0.00066886;;12;V;p4
6388;野菜;vegetable;やさい;4736;98.53821509;0.00066886;N5;31;V;p4
6389;金銭;money,cash;きんせん;4736;98.53888395;0.00066886;N3;-1;V;p4
6390;金額;amount of money;きんがく;4736;98.5395528;0.00066886;N3;-1;V;p4
6391;釘;nail,spike,tack,rivet,brad,(pachinko) pin;くぎ;4736;98.54022166;0.00066886;N2;-1;V;p4
6392;鈍行;ordinary train,slow train;どんこう;4736;98.54089051;0.00066886;;-1;V;p4
6393;銘じる;to stamp,to engrave,to inscribe;めいじる;4736;98.54155937;0.00066886;;-1;V;p4
6394;鑑識;judgement,judgment,discernment,discrimination,having an eye for;かんしき;4736;98.54222823;0.00066886;;-1;V;p4
6395;長女;eldest daughter,first-born daughter;ちょうじょ;4736;98.54289708;0.00066886;N2;-1;V;p4
6396;長年;long time,many years;ながねん;4736;98.54356594;0.00066886;;-1;V;p4
6397;長引く;to be prolonged,to drag on;ながびく;4736;98.5442348;0.00066886;N2;-1;V;p4
6398;閃く;to flash (e.g. lightning),to flicker,to glitter,to sparkle,to gleam;ひらめく;4736;98.54490365;0.00066886;;-1;V;p4
6399;開祖;(sect) founder,apostle,originator,inventor;かいそ;4736;98.54557251;0.00066886;;-1;V;p4
6400;開票;counting ballots,tally (of votes);かいひょう;4736;98.54624136;0.00066886;;-1;V;p4
6401;関す;to concern,to be related;かんする;4736;98.54691022;0.00066886;N3;-1;V;p4
6402;降り注ぐ;to rain incessantly,to downpour;ふりそそぐ;4736;98.54757908;0.00066886;;-1;V;p4
6403;降り積もる;to fall and pile up (e.g. snow),to lie thick;ふりつもる;4736;98.54824793;0.00066886;;-1;V;p4
6404;降板;leaving the mound,being knocked out;こうばん;4736;98.54891679;0.00066886;;-1;V;p4
6405;院内;inside the House (Diet);いんない;4736;98.54958564;0.00066886;;-1;V;p4
6406;陣;battle formation;じん;4736;98.5502545;0.00066886;;37;V;p4
6407;除く;to remove,to eliminate,to eradicate;のぞく;4736;98.55092336;0.00066886;N3;31;V;p4
6408;陸地;land;りくち;4736;98.55159221;0.00066886;;-1;V;p4
6409;隅;corner,nook,recess;すみ;4736;98.55226107;0.00066886;N4;51;V;p4
6410;階段;stairs,stairway,staircase;かいだん;4736;98.55292992;0.00066886;N5;27;V;p4
6411;隠し場所;cache,place to hide something;かくしばしょ;4736;98.55359878;0.00066886;;-1;V;p4
6412;集う;to meet,to assemble,to congregate;つどう;4736;98.55426764;0.00066886;;-1;V;p4
6413;集中;concentration,focusing,convergence,centralization,integration,gathering together;しゅうちゅう;4736;98.55493649;0.00066886;N3;11;V;p4
6414;集会;meeting,assembly,gathering,congregation,convention,rally;しゅうかい;4736;98.55560535;0.00066886;N2;-1;V;p4
6415;集合場所;meeting place,rendezvous (point),roll-call (assembly) point,appointed (designated) place;しゅうごうばしょ;4736;98.5562742;0.00066886;;-1;V;p4
6416;集票;gathering votes;しゅうひょう;4736;98.55694306;0.00066886;;-1;V;p4
6417;集計;totalization,totalisation,aggregation,tally (e.g. of votes),adding up,summing up;しゅうけい;4736;98.55761192;0.00066886;N1;-1;V;p4
6418;雑巾;house-cloth,dust cloth;ぞうきん;4736;98.55828077;0.00066886;N2;47;V;p4
6419;雑誌;journal,magazine,periodical;ざっし;4736;98.55894963;0.00066886;N5;33;V;p4
6420;雑談;chatting,idle talk;ざつだん;4736;98.55961848;0.00066886;N1;-1;V;p4
6421;離す;to separate,to part,to divide,to keep apart;はなす;4736;98.56028734;0.00066886;N3;33;V;p4
6422;離せる;Name;;4736;98.5609562;0.00066886;;-1;V;p4
6423;離婚;divorce;りこん;4736;98.56162505;0.00066886;N3;31;V;p4
6424;難事件;difficult case;なんじけん;4736;98.56229391;0.00066886;;-1;V;p4
6425;雨宿り;taking shelter from rain;あまやどり;4736;98.56296276;0.00066886;;-1;V;p4
6426;雨続き;long spell of rain;あめつづき;4736;98.56363162;0.00066886;;-1;V;p4
6427;雲;cloud;くも;4736;98.56430048;0.00066886;N4;8;V;p4
6428;電波;radio wave,reception,signal;でんぱ;4736;98.56496933;0.00066886;N2;11;V;p4
6429;露天風呂;open air bath,rotemburo;ろてんぶろ;4736;98.56563819;0.00066886;;-1;V;p4
6430;青色;blue;あおいろ;4736;98.56630705;0.00066886;;-1;V;p4
6431;静養;(convalescent) rest;せいよう;4736;98.5669759;0.00066886;;-1;V;p4
6432;非常口;emergency exit;ひじょうぐち;4736;98.56764476;0.00066886;;19;V;p4
6433;面す;to face on,to look out on to;めんする;4736;98.56831361;0.00066886;N1;-1;V;p4
6434;面持ち;expression,look,countenance,face;おももち;4736;98.56898247;0.00066886;;-1;V;p4
6435;面積;square measure,size (e.g. of land),area,surface;めんせき;4736;98.56965133;0.00066886;N2;29;V;p4
6436;頂ける;to be able to receive,to be able to take,to be able to accept;いただける;4736;98.57032018;0.00066886;;-1;V;p4
6437;順に;in order,in turn,one by one;じゅんに;4736;98.57098904;0.00066886;;-1;V;p4
6438;順序;order,sequence,procedure;じゅんじょ;4736;98.57165789;0.00066886;N2;32;V;p4
6439;頷ける;Name;;4736;98.57232675;0.00066886;;-1;V;p4
6440;頻繁;frequent,incessant;ひんぱん;4736;98.57299561;0.00066886;N1;40;V;p4
6441;頼み;request,favor,favour;たのみ;4736;98.57366446;0.00066886;N1;38;V;p4
6442;顔ぶれ;personnel,members,lineup (of a team),roster,cast (of a play);かおぶれ;4736;98.57433332;0.00066886;;-1;V;p4
6443;顔向け;showing one's face in public,facing another person;かおむけ;4736;98.57500217;0.00066886;;-1;V;p4
6444;顕著;remarkable,striking,obvious;けんちょ;4736;98.57567103;0.00066886;;54;V;p4
6445;類;kind,sort,type,class,genus,order,family;るい;4736;98.57633989;0.00066886;;-1;V;p4
6446;顧問;adviser,advisor,consultant;こもん;4736;98.57700874;0.00066886;;40;V;p4
6447;飛び越える;to jump over,to clear,to walk over (someone);とびこえる;4736;98.5776776;0.00066886;;-1;V;p4
6448;飛ぶ;to fly,to soar;とぶ;4736;98.57834645;0.00066886;N2;37;V;p4
6449;食い入るように;with intense concentration,eagerly,intently,devouringly;くいいるように;4736;98.57901531;0.00066886;;-1;V;p4
6450;食べ放題;all-you-can-eat,eating as much as one likes;たべほうだい;4736;98.57968417;0.00066886;;15;V;p4
6451;食らう;to eat,to drink,to wolf,to knock back;くらう;4736;98.58035302;0.00066886;;-1;V;p4
6452;飯ごう;(soldier's) cooking utensils,mess kit;はんごう;4736;98.58102188;0.00066886;;-1;V;p4
6453;飲み物;drink,beverage;のみもの;4736;98.58169073;0.00066886;N5;12;V;p4
6454;飼う;to keep (a pet or other animal),to have,to own,to raise,to rear,to feed;かう;4736;98.58235959;0.00066886;N3;32;V;p4
6455;飾り付け;decoration,arrangement;かざりつけ;4736;98.58302845;0.00066886;;-1;V;p4
6456;餃子;gyoza,pot sticker,crescent-shaped pan-fried dumplings stuffed with minced pork and vegetables;ギョーザ;4736;98.5836973;0.00066886;;-1;V;p4
6457;餅;mochi,(sticky) rice cake;もち;4736;98.58436616;0.00066886;N2;-1;V;p4
6458;館;house,hall,building;かん;4736;98.58503501;0.00066886;N1;-1;V;p4
6459;馬鹿馬鹿しい;absurd,ridiculous,silly,ludicrous,nonsensical,asinine,foolish;ばかばかしい;4736;98.58570387;0.00066886;N1;38;V;p4
6460;駆ける;to run (race, esp. horse),to dash;かける;4736;98.58637273;0.00066886;N1;40;V;p4
6461;騒動;strife,riot,rebellion,turmoil;そうどう;4736;98.58704158;0.00066886;N1;-1;V;p4
6462;骨;bone;ほね;4736;98.58771044;0.00066886;N3;14;V;p4
6463;高１;first year of high school,first-year high school student;こういち;4736;98.58837929;0.00066886;;-1;V;p4
6464;高まい;noble,lofty,high-minded;こうまい;4736;98.58904815;0.00066886;;-1;V;p4
6465;高み;height,elevated place;たかみ;4736;98.58971701;0.00066886;;-1;V;p4
6466;高橋;Takaba;たかば;4736;98.59038586;0.00066886;;-1;V;p4
